0.036551	0.0429688	-0.00488281	-1.02393	-0.0047971	0.00925605	0.0247855	-4.7496e-05	9.1644e-05	0.000245401	-4.7496e-05	9.1644e-05	0.000245401	-1.5832e-05	3.0548e-05	8.18004e-05	-1.5832e-05	3.0548e-05	8.18004e-05	-5.27733e-06	1.01827e-05	2.72668e-05
0.057792	0.0273438	-0.00634766	-0.977539	0.00497871	-0.00108248	-0.0220712	4.62213e-05	6.97516e-05	-0.000170709	3.03893e-05	0.0001003	-8.89086e-05	1.43949e-05	4.75103e-05	-4.21146e-05	9.11762e-06	5.7693e-05	-1.48478e-05	4.31887e-06	2.73283e-05	-7.03317e-06
0.080259	0.0205078	-0.00830078	-1.0166	0.0101466	-0.00739499	0.0167648	0.00031272	-0.000127205	0.000276133	0.000327115	-7.96949e-05	0.000234018	0.000179766	-4.37963e-05	0.000128605	0.000184085	-1.64681e-05	0.000121571	0.000101164	-9.05001e-06	6.68096e-05
0.102858	0.0214844	-0.0136719	-1.03223	0.00648834	-0.0111664	0.0324599	0.000518038	-0.000494221	0.00134613	0.000697804	-0.000538017	0.00147474	0.000415977	-0.000320724	0.000879125	0.00051714	-0.000329774	0.000945935	0.000308279	-0.000196586	0.000563893
0.123284	0.0209961	-0.0258789	-1.01416	-0.00140682	-0.0204371	0.0145007	0.000442314	-0.00127877	0.00186364	0.000858291	-0.0015995	0.00274276	0.000538129	-0.00100285	0.00171965	0.000846408	-0.00119943	0.00228354	0.000530678	-0.000752017	0.00143173
0.144626	0.03125	-0.0209961	-1.01367	-0.00626796	-0.0100662	0.0143014	0.000141971	-0.00167209	0.00242033	0.0006801	-0.00267494	0.00413998	0.000441019	-0.00173459	0.00268462	0.000971697	-0.00248661	0.00411635	0.000630108	-0.00161247	0.00266929
0.167567	0.0361328	-0.0146484	-1.0083	-0.0062286	-0.00198993	0.00903308	-0.000173904	-0.00168785	0.00274822	0.000267114	-0.00342244	0.00543284	0.00017735	-0.00227232	0.00360711	0.000807458	-0.00388479	0.0062764	0.000536108	-0.00257929	0.00416719
0.188576	0.0415039	-0.0078125	-1.02344	-0.0055117	0.00645975	0.0242733	-0.000461528	-0.00124882	0.00390808	-0.000284179	-0.00352113	0.00751519	-0.00019193	-0.00237812	0.00507565	0.000344178	-0.00495741	0.00924284	0.000232453	-0.00334816	0.00624247
0.209722	0.0463867	-0.00537109	-1.01562	-0.00804876	0.0114167	0.016602	-0.000899478	-0.000517737	0.0046408	-0.00109141	-0.00289586	0.00971645	-0.000746512	-0.00198074	0.00664595	-0.00051406	-0.0053289	0.0128884	-0.000351611	-0.00364491	0.00881555
0.232846	0.0463867	-0.00537109	-1.01562	-0.00804876	0.0114167	0.016602	-0.00133665	0.000212049	0.00537223	-0.00208316	-0.00176869	0.0120182	-0.00143853	-0.00122137	0.00829918	-0.00179015	-0.00486628	0.0171147	-0.00123619	-0.00336042	0.0118186
0.253451	0.034668	-0.00683594	-1.021	0.000410883	0.00278914	0.0216033	-0.00122444	0.00037753	0.00641447	-0.00266297	-0.000843841	0.0147137	-0.00185239	-0.000586984	0.010235	-0.00308858	-0.00394741	0.0220536	-0.00214844	-0.00274585	0.0153407
0.274192	0.0317383	-0.0102539	-1.00684	9.52389e-05	-0.00152017	0.00738704	-0.00113608	0.000250474	0.00647959	-0.00298847	-0.00033651	0.0167145	-0.00209055	-0.000235401	0.0116924	-0.00423899	-0.00298125	0.0270331	-0.00296533	-0.0020855	0.0189107
0.296259	0.0283203	-0.0136719	-1.01855	0.000960417	-0.00648456	0.0190189	-0.000990575	-0.000216971	0.00734988	-0.00308112	-0.000452373	0.0190423	-0.00216482	-0.00031784	0.0133793	-0.00513015	-0.00240334	0.03229	-0.00360448	-0.0016886	0.0226872
0.316669	0.0283203	-0.0112305	-1.01025	0.00212381	-0.00443494	0.0107012	-0.000767582	-0.000518983	0.00758983	-0.0029324	-0.000836823	0.0209691	-0.0020674	-0.000589976	0.0147836	-0.00567188	-0.00227858	0.0374708	-0.00399879	-0.00160644	0.0264176
0.337478	0.0283203	-0.0131836	-1.01221	0.00099592	-0.0058621	0.0126715	-0.000637843	-0.000912069	0.00796368	-0.00270524	-0.00150204	0.0227473	-0.00191239	-0.00106183	0.0160805	-0.00591118	-0.00266827	0.0424982	-0.00417873	-0.00188625	0.0300428
0.36033	0.0268555	-0.0107422	-1.01221	0.00367005	-0.00488721	0.0126017	-0.000313319	-0.00121153	0.00831308	-0.00222571	-0.00227335	0.0243936	-0.00157674	-0.0016105	0.017281	-0.00575547	-0.00349675	0.0473238	-0.00407731	-0.00247718	0.0335253
0.380922	0.0341797	-0.00927734	-1.01416	-0.00103401	0.000834913	0.0147775	-0.00036875	-0.00105413	0.00881029	-0.00194549	-0.00266462	0.0260913	-0.00138055	-0.00189086	0.0185148	-0.00545786	-0.00436803	0.0520401	-0.00387298	-0.00309962	0.0369284
